name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries
6,spec_5.dot,1.23,"('c', 'e', 'd', 'e', 'e', 'b', 'd', 'a', 'b', 'b', 'd', 'c', 'b', 'd', 'c', 'c', 'b', 'e', 'b', 'b', 'c', 'a', 'a', 'a', 'a', 'd', 'b', 'b', 'e', 'c', 'e', 'a', 'e', 'c', 'e', 'e', 'c', 'a', 'e', 'e', 'e', 'a', 'c', 'a', 'a', 'b', 'b', 'c', 'e', 'c', 'c', 'a', 'a', 'a', 'a', 'e', 'e', 'd', 'b', 'c', 'e', 'e', 'e', 'e', 'a', 'a', 'b', 'a', 'd', 'c', 'a', 'e', 'd', 'a', 'c', 'e', 'e', 'd', 'a', 'c', 'c', 'd', 'a', 'd', 'c', 'a', 'e', 'c', 'd', 'e', 'c', 'c', 'c', 'e', 'd', 'e', 'd', 'e', 'd', 'd', 'c', 'e', 'c', 'a', 'a', 'b', 'b', 'a', 'c', 'e', 'e', 'c', 'e', 'b', 'b', 'e', 'd', 'e', 'e', 'b', 'a', 'b', 'd', 'e', 'd', 'b', 'b', 'b', 'd', 'e', 'c', 'e', 'b', 'c', 'd', 'd', 'c', 'b', 'e', 'c', 'a', 'b', 'd', 'a')",15,1,4928
6,spec_4.dot,1.57,"('d', 'b', 'd', 'b', 'a', 'a', 'b', 'e', 'e', 'e', 'd', 'e', 'e', 'a', 'c', 'a', 'b', 'c', 'b', 'd', 'e', 'e', 'a', 'b', 'b', 'b', 'a', 'd', 'd', 'a', 'a', 'b', 'a', 'a', 'e', 'c', 'c', 'd', 'c', 'b', 'b', 'b', 'a', 'a', 'c', 'd', 'c', 'd', 'b', 'b', 'a', 'd', 'b', 'b', 'a', 'd', 'e', 'e', 'd', 'e', 'd', 'd', 'd', 'b', 'b', 'a', 'c', 'd', 'b', 'd', 'e', 'c', 'a', 'c', 'a', 'e', 'b', 'b', 'c', 'a', 'c', 'a', 'b', 'a', 'e', 'a', 'b', 'c', 'b', 'b', 'd', 'b', 'e', 'e', 'a', 'a', 'd', 'b', 'a', 'c', 'a', 'c', 'e', 'd', 'b', 'e', 'a', 'e', 'a', 'a', 'e', 'b', 'b', 'd', 'c', 'a', 'c', 'e', 'e', 'a', 'c', 'd', 'd', 'e', 'b', 'e', 'e', 'e', 'a', 'c', 'c', 'd', 'a', 'a', 'c', 'd', 'd', 'a', 'b', 'd', 'e', 'b', 'e', 'a', 'e', 'd', 'c', 'b', 'a', 'a', 'c', 'a')",15,1,5994
6,spec_1.dot,1.05,"('b', 'd', 'e', 'd', 'd', 'b', 'b', 'e', 'e', 'd', 'd', 'c', 'c', 'e', 'e', 'b', 'e', 'c', 'c', 'a', 'c', 'c', 'a', 'b', 'c', 'd', 'e', 'b', 'c', 'd', 'e', 'b', 'b', 'd', 'b', 'b', 'e', 'a', 'b', 'a', 'e', 'b', 'c', 'c', 'e', 'b', 'd', 'c', 'e', 'e', 'c', 'a', 'a', 'b', 'e', 'b', 'b', 'c', 'c', 'c', 'a', 'b', 'c', 'd', 'd', 'a', 'd', 'a', 'c', 'b', 'c', 'c', 'e', 'd', 'e', 'd', 'a', 'e', 'e', 'd', 'e', 'a', 'e', 'a', 'b', 'e', 'c', 'a', 'b', 'c', 'b', 'e', 'e', 'b', 'd', 'c', 'b', 'd', 'e', 'b', 'b', 'b', 'e', 'c', 'd', 'a')",15,1,3898
6,spec_3.dot,2.85,"('b', 'd', 'e', 'd', 'c', 'd', 'd', 'b', 'a', 'e', 'b', 'c', 'e', 'd', 'e', 'b', 'a', 'b', 'a', 'a', 'e', 'a', 'c', 'd', 'd', 'a', 'd', 'a', 'c', 'd', 'b', 'd', 'e', 'a', 'c', 'e', 'd', 'd', 'd', 'e', 'e', 'b', 'd', 'a', 'e', 'd', 'd', 'a', 'd', 'b', 'a', 'd', 'd', 'c', 'e', 'e', 'b', 'b', 'a', 'b', 'c', 'd', 'a', 'b', 'e', 'd', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'a', 'd', 'c', 'd', 'd', 'e', 'c', 'd', 'd', 'b', 'a', 'c', 'e', 'd', 'b', 'a', 'e', 'a', 'd', 'e', 'b', 'b', 'b', 'e', 'e', 'e', 'a', 'e', 'c', 'e', 'e', 'a', 'c', 'c', 'c', 'a', 'd', 'a', 'b', 'c', 'c', 'a', 'e', 'c', 'e', 'd', 'a', 'c', 'c', 'a', 'c', 'd', 'd', 'c', 'b', 'b', 'd', 'a', 'c', 'c', 'c', 'e', 'd', 'a', 'e', 'd', 'e', 'c', 'd', 'a', 'e', 'b', 'a', 'd', 'a')",15,1,8675
6,spec_2.dot,3.92,"('d', 'b', 'c', 'b', 'd', 'c', 'e', 'c', 'b', 'd', 'c', 'c', 'b', 'e', 'c', 'e', 'e', 'e', 'e', 'e', 'd', 'e', 'c', 'a', 'c', 'd', 'c', 'b', 'a', 'a', 'b', 'c', 'c', 'b', 'e', 'c', 'e', 'c', 'e', 'b', 'e', 'e', 'a', 'b', 'd', 'd', 'b', 'd', 'e', 'e', 'd', 'b', 'c', 'e', 'e', 'd', 'd', 'a', 'a', 'a', 'b', 'a', 'b', 'e', 'e', 'e', 'e', 'a', 'c', 'b', 'a', 'b', 'd', 'e', 'a', 'b')",15,1,11975
16,spec_4.dot,40.4,"('d', 'e', 'a', 'b', 'c', 'e', 'd', 'b', 'd', 'a', 'd', 'a', 'b', 'e', 'b', 'e', 'e', 'a', 'e', 'c', 'c', 'b', 'b', 'c', 'a', 'e', 'd', 'a', 'a', 'b', 'e', 'd', 'e', 'e', 'e', 'c', 'c', 'c', 'a', 'a', 'e', 'd', 'a', 'e', 'b', 'e', 'a', 'e', 'c', 'e', 'e', 'd', 'a', 'd', 'e', 'b', 'b', 'c', 'e', 'a', 'a', 'd', 'd', 'e', 'c', 'a', 'd', 'd', 'd', 'e', 'c', 'a', 'a', 'b', 'a', 'c', 'c', 'c', 'a', 'a', 'a', 'a', 'a', 'b', 'a', 'e')",21,12,79289
16,spec_1.dot,24.9,"('c', 'b', 'd', 'a', 'e', 'c', 'd', 'b', 'e', 'e', 'b', 'e', 'b', 'a')",21,12,48489
16,spec_3.dot,24.1,"('e', 'd', 'c', 'c', 'b', 'd', 'e', 'a', 'c', 'd', 'c', 'c', 'e', 'd', 'a', 'b', 'e', 'd', 'd', 'd', 'e', 'b', 'd', 'd', 'c', 'b', 'c', 'b', 'c', 'c', 'a', 'd', 'a', 'e', 'e')",21,12,46489
16,spec_2.dot,3.28,"('d', 'a', 'd', 'a', 'd', 'a', 'd', 'a', 'c', 'e', 'e', 'e', 'c', 'c', 'b', 'e', 'd', 'c', 'e', 'd', 'b', 'b', 'b', 'd', 'a', 'c', 'c', 'a', 'b', 'b', 'd', 'e', 'c', 'a', 'c', 'b', 'e', 'a', 'c', 'e', 'b', 'd', 'e', 'a', 'd', 'c', 'e', 'e', 'b', 'c', 'a', 'e', 'e', 'd', 'c', 'e', 'c', 'd', 'd', 'd', 'c', 'c', 'e', 'a', 'a', 'e', 'b', 'e', 'a', 'a', 'd', 'e', 'd', 'b', 'b', 'd', 'b', 'a', 'b', 'e', 'd', 'c', 'd', 'b', 'd', 'b', 'a', 'a', 'a', 'c', 'b', 'd', 'e', 'b', 'a', 'b', 'e', 'c', 'a', 'c', 'b', 'a', 'c', 'a', 'd', 'c', 'c', 'd', 'd', 'a', 'c', 'c', 'c', 'd', 'd', 'e', 'c', 'e', 'e', 'a', 'd', 'b', 'a', 'e', 'b', 'e', 'e', 'e', 'c', 'c', 'b', 'b', 'a', 'b', 'd', 'd', 'e', 'b', 'a', 'b', 'b', 'a')",21,12,9489
20,spec_5.dot,1.32,"('d', 'd', 'b', 'b', 'e', 'a', 'e', 'e', 'd', 'e', 'd', 'c', 'e', 'b', 'e', 'd', 'b', 'a', 'a', 'c', 'a', 'e', 'c', 'e', 'd', 'e', 'a', 'b', 'a', 'd', 'e', 'b', 'd', 'c', 'a', 'd', 'd', 'c', 'e', 'c', 'e', 'b')",17,7,4939
20,spec_4.dot,2.75,"('e', 'e', 'c', 'd', 'd', 'b', 'c', 'c', 'c', 'a', 'e', 'e', 'b', 'c', 'a', 'e', 'e', 'a', 'e', 'b', 'c', 'e', 'c', 'c', 'b', 'b', 'a', 'e', 'b', 'b', 'b', 'e', 'a', 'b', 'b', 'a', 'a', 'd', 'e', 'b', 'b', 'e', 'c', 'c', 'a', 'd', 'b', 'b', 'a', 'd', 'e', 'b', 'd', 'b', 'd', 'c', 'c', 'a', 'c', 'e', 'e', 'b', 'b', 'c', 'e', 'd', 'd', 'b', 'c', 'c', 'e', 'd', 'c', 'b', 'e', 'e', 'c', 'b', 'e', 'b', 'e', 'a', 'd', 'b', 'd', 'a', 'b', 'a', 'e', 'b', 'b', 'd', 'b', 'a', 'c', 'c', 'e', 'a', 'e', 'e', 'e', 'e', 'd', 'a', 'b', 'c', 'a', 'e', 'b', 'c', 'c', 'd', 'e', 'e', 'd', 'b', 'c', 'b', 'a', 'b', 'b', 'a', 'a', 'c', 'c', 'e', 'c', 'c', 'c', 'c', 'e', 'b', 'c', 'c', 'e', 'b', 'd', 'a', 'e', 'a', 'd', 'd', 'a', 'd', 'd', 'd', 'e', 'd', 'd', 'd', 'c', 'b', 'e', 'e', 'a', 'a', 'b', 'd', 'a', 'c', 'c', 'c', 'b', 'b', 'd', 'b')",17,7,8146
20,spec_1.dot,1.17,"('e', 'b', 'b', 'c', 'd', 'a', 'e', 'd', 'c')",17,7,4280
20,spec_3.dot,2.91,"('d', 'c', 'c', 'a', 'c', 'c', 'd', 'd', 'e', 'e', 'a', 'd', 'a', 'b', 'e', 'b', 'b', 'b', 'e', 'a')",17,7,8339
20,spec_2.dot,1.16,"('d', 'b', 'd', 'c', 'b', 'b', 'c', 'd', 'c', 'c', 'b', 'd', 'd', 'c', 'd', 'c', 'c', 'b', 'c', 'b', 'b', 'd', 'a', 'a', 'b', 'a', 'a', 'b', 'c', 'e', 'd', 'd', 'e', 'b', 'a', 'b', 'c', 'a', 'b', 'e', 'b')",17,7,3919
15,spec_5.dot,31.6,"('b', 'e', 'c', 'c', 'b', 'e', 'e', 'd', 'b', 'b', 'c', 'e', 'b', 'c', 'd', 'e', 'b', 'e', 'e')",16,10,79229
15,spec_4.dot,44.2,"('c', 'b', 'b', 'b', 'e', 'a', 'c', 'e', 'a', 'e', 'd', 'd', 'a', 'b', 'a', 'b', 'c', 'b', 'e', 'c', 'a', 'd', 'e', 'e', 'a', 'a', 'c', 'd', 'd')",16,10,109429
15,spec_1.dot,47.3,NAN,16,10,122629
15,spec_3.dot,7.46,"('b', 'b', 'e', 'b', 'a', 'd', 'e', 'a', 'a', 'e', 'c', 'e', 'c', 'c', 'd', 'b', 'a', 'e', 'a', 'a', 'b', 'a', 'a', 'b', 'c', 'b', 'e', 'b', 'b', 'c', 'e', 'd', 'e')",16,10,21629
15,spec_2.dot,46.0,"('d', 'b', 'a', 'e', 'b', 'c', 'c', 'c', 'd', 'e', 'e', 'd', 'c', 'd', 'd', 'a', 'c', 'e', 'c', 'b', 'e', 'a', 'd', 'c', 'e', 'a', 'a', 'e', 'e', 'a', 'd', 'a', 'c', 'd', 'd', 'd', 'b', 'c', 'b', 'b', 'e', 'a', 'a', 'a', 'd', 'b', 'b', 'b', 'a', 'b', 'e', 'c', 'e', 'a', 'c', 'b', 'c', 'a', 'a', 'a', 'd', 'a', 'c', 'b', 'c', 'e', 'c', 'c', 'e', 'd', 'b', 'b', 'e', 'b', 'd', 'a', 'c', 'c', 'd')",16,10,122229
